accident_id,date,time,location,fatalities,vehicles_involved,weather_conditions,road_conditions,driver_age,driver_gender
200,3/19/2016,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,5,4,Center,High Factuality,76,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
1,9/9/2020,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,3,20,Lean Left,Mixed Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
2,8/24/2013,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,10,6,Lean Right,Mixed Factuality,16,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
3,9/30/2020,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,0,9,Lean Left,High Factuality,87,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
4,6/10/2018,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,3,13,Center,High Factuality,91,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
5,12/11/2018,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,5,5,Center,High Factuality,19,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
6,1/10/2017,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,2,9,Center,High Factuality,45,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
7,1/13/2015,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",7,16,Lean Left,High Factuality,92,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
8,9/23/2018,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,8,11,Center,High Factuality,86,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
9,8/13/2017,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,1,10,Center,High Factuality,96,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
10,1/6/2016,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,9,4,Center,High Factuality,41,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
11,4/21/2016,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,9,11,Lean Right,High Factuality,22,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
12,10/20/2012,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",5,11,Center,High Factuality,46,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
13,4/14/2017,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,1,5,Right,Mixed Factuality,51,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
14,6/3/2012,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,1,10,Lean Left,Mixed Factuality,47,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
15,2/1/2010,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,8,11,Center,High Factuality,34,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
16,4/14/2010,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,4,1,Lean Left,Mixed Factuality,72,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
17,4/26/2018,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,2,12,Lean Left,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
18,8/29/2016,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,10,11,Center,High Factuality,76,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
19,3/10/2012,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,7,3,Lean Left,Mixed Factuality,46,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
20,8/15/2010,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,4,12,Lean Right,Mixed Factuality,90,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
21,5/30/2017,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,0,19,Lean Left,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
22,8/19/2013,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,2,4,Center,High Factuality,80,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
23,3/4/2015,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,7,11,Center,High Factuality,63,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
24,2/18/2012,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,5,1,Center,High Factuality,87,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
25,7/30/2020,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",4,6,Lean Left,High Factuality,77,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
26,11/17/2018,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,0,15,Center,High Factuality,70,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
27,1/7/2013,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,1,1,Center,High Factuality,32,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
28,6/4/2020,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,9,4,Center,High Factuality,30,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
29,9/17/2012,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,3,17,Lean Right,High Factuality,64,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
30,3/22/2020,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",2,2,Center,High Factuality,86,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
31,6/16/2012,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,5,1,Right,Mixed Factuality,31,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
32,4/8/2017,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,2,8,Lean Left,Mixed Factuality,64,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
33,6/28/2018,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,10,5,Center,High Factuality,19,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
34,7/28/2020,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,9,11,Lean Left,Mixed Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
35,4/24/2019,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,0,14,Lean Left,High Factuality,33,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
36,11/3/2011,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,9,13,Center,High Factuality,29,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
37,6/7/2011,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,5,2,Lean Left,Mixed Factuality,58,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
38,2/24/2013,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,1,4,Lean Right,Mixed Factuality,94,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
39,1/12/2010,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,5,19,Lean Left,High Factuality,61,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
40,3/8/2016,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,4,5,Center,High Factuality,24,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
41,10/6/2015,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,1,4,Center,High Factuality,40,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
42,11/1/2015,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,6,8,Center,High Factuality,21,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
43,6/19/2013,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",8,16,Lean Left,High Factuality,75,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
44,11/12/2015,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,4,18,Center,High Factuality,20,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
45,7/23/2019,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,0,2,Center,High Factuality,57,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
46,8/19/2012,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,9,16,Center,High Factuality,37,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
47,1/12/2017,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,9,12,Lean Right,High Factuality,93,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
48,10/5/2014,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",8,1,Center,High Factuality,89,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
49,7/30/2019,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,9,2,Right,Mixed Factuality,63,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
50,1/31/2016,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,9,11,Lean Left,Mixed Factuality,43,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
51,4/1/2010,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,9,4,Center,High Factuality,57,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
52,2/14/2012,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,4,2,Lean Left,Mixed Factuality,65,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
53,5/5/2010,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,1,13,Lean Left,High Factuality,82,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
54,8/19/2020,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,7,5,Center,High Factuality,60,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
55,4/4/2018,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,5,16,Lean Left,Mixed Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
56,4/29/2013,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,10,8,Lean Right,Mixed Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
57,12/17/2012,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,10,4,Lean Left,High Factuality,67,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
58,12/19/2011,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,5,16,Center,High Factuality,17,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
59,7/29/2019,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,1,17,Center,High Factuality,52,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
60,5/24/2013,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,6,16,Center,High Factuality,88,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
61,4/11/2012,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",2,3,Lean Left,High Factuality,81,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
62,2/21/2010,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,6,7,Center,High Factuality,36,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
63,12/14/2014,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,5,2,Center,High Factuality,30,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
64,6/11/2010,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,4,15,Center,High Factuality,26,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
65,12/24/2017,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,2,12,Lean Right,High Factuality,32,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
66,8/11/2016,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",7,10,Center,High Factuality,99,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
67,6/24/2013,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,5,4,Right,Mixed Factuality,28,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
68,1/29/2012,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,0,5,Lean Left,Mixed Factuality,84,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
69,10/25/2018,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,9,16,Center,High Factuality,82,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
70,8/26/2017,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,5,10,Lean Left,Mixed Factuality,75,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
71,8/29/2015,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,9,3,Lean Left,High Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
72,6/23/2017,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,0,6,Center,High Factuality,64,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
73,7/31/2013,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,3,20,Lean Left,Mixed Factuality,71,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
74,4/11/2013,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,5,6,Lean Right,Mixed Factuality,26,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
75,10/17/2016,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,9,13,Lean Left,High Factuality,28,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
76,12/23/2012,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,5,18,Center,High Factuality,37,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
77,1/12/2019,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,3,12,Center,High Factuality,75,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
78,7/4/2013,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,6,8,Center,High Factuality,66,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
79,4/26/2019,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",8,17,Lean Left,High Factuality,73,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
80,12/31/2010,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,8,2,Center,High Factuality,68,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
81,12/17/2020,https://www.theregister.com/2024/10/14/spacexs_falcon_heavy_launches_nasas/,SpaceX's Falcon Heavy launches NASA's Europa Clipper,1,4,Center,High Factuality,27,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
82,9/24/2010,https://spacenews.com/falcon-heavy-launches-nasas-europa-clipper-mission/,Falcon Heavy launches NASA’s Europa Clipper mission,1,10,Center,High Factuality,49,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
83,6/1/2015,https://www.unionleader.com/news/scitech/nasa-s-europa-clipper-launched-on-mission-to-icy-jupiter-moon/article_422248ca-8a67-11ef-a855-b71d997f97dc.html,NASA’s Europa Clipper launched on mission to icy Jupiter moon,9,19,Lean Right,High Factuality,30,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
84,2/17/2016,https://www.voanews.com/a/nasa-spacecraft-rockets-toward-jupiter-s-moon-europa-searching-for-keys-to-life/7822094.html,"NASA spacecraft rockets toward Jupiter's moon Europa, searching for keys to life",7,6,Center,High Factuality,82,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
85,11/6/2020,https://www.krone.at/3559751,Probe to search for life on Jupiter's moon,4,7,Right,Mixed Factuality,96,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
86,2/28/2017,https://www.vice.com/en/article/nasa-europa-clipper-jupiter-moon-mission/,NASA’s Europa Clipper Blasts Off to Jupiter’s Icy Ocean Moon,1,1,Lean Left,Mixed Factuality,18,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
87,11/21/2019,https://www.digitaltrends.com/space/europa-clipper-launch/,Europa Clipper blasts off to study Jupiter's icy moon,4,11,Center,High Factuality,23,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
88,6/4/2018,https://hollywoodlife.com/feature/nasa-launch-europa-clipper-mission-5329543/,Nasa Launch Today: All About the Europa Clipper Mission - WorldNL Magazine,0,8,Lean Left,Mixed Factuality,32,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
89,4/25/2019,https://greensboro.com/nasa-launches-probe-to-europa/article_adfd520a-ac14-576d-b6c2-87ba1a1265a2.html,NASA launches probe to Europa,5,1,Lean Left,High Factuality,51,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
90,11/12/2020,https://www.news10.com/news/science/rpi-and-nasa-on-a-mission-to-jupiters-moon/,RPI and NASA on a mission to Jupiter’s moon,10,18,Center,High Factuality,84,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
91,2/24/2018,https://www.dawn.com/news/1865264,Nasa launches bid to find life on Jupiter’s moon,6,2,Lean Left,Mixed Factuality,70,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
92,6/12/2010,https://dnyuz.com/2024/10/14/nasa-launches-probe-to-see-if-life-possible-on-jupiter-moon/,NASA launches probe to see if life possible on Jupiter moon,7,16,Lean Right,Mixed Factuality,84,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
93,1/8/2016,https://www.cbsnews.com/video/what-nasa-hopes-to-accomplish-europa-clipper-mission/,What NASA hopes to accomplish with Europa Clipper mission,4,8,Lean Left,High Factuality,56,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
94,11/15/2017,https://www.fox35orlando.com/video/1531881,SpaceX uses giant arms to grab Falcon Heavy on landing,4,14,Center,High Factuality,87,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
95,5/4/2010,https://www.voachinese.com/a/nasa-spacecraft-flies-to-jupiter-20241014/7822178.html,NASA spacecraft flies to Jupiter's moon Europa in search of key to life,2,16,Center,High Factuality,61,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
96,2/6/2013,https://www.rnz.co.nz/news/world/530791/nasa-launches-spacecraft-to-gauge-if-jupiter-s-moon-europa-can-host-life,NASA launches spacecraft to gauge if Jupiter's moon Europa can host life,6,12,Center,High Factuality,46,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
97,5/8/2010,https://www.gzeromedia.com/news/hard-numbers/hard-numbers-nasa-probe-starts-long-journey-toward-jupiter-russias-shadow-fleet-evades-oil-price-cap-israel-vows-to-strike-hezbollah-across-lebanon-global-inequality-researchers-win-nobel-economics-pr,"Hard Numbers: NASA probe starts long journey toward Jupiter, Russia’s shadow fleet evades oil price cap, Israel vows to strike Hezbollah across Lebanon, Global inequality researchers win Nobel economics prize",10,12,Lean Left,High Factuality,79,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
98,5/8/2010,https://www.nzherald.co.nz/world/nasa-launches-europa-clipper-to-explore-jupiters-moon-for-signs-of-life/HCVLAFHKBNGWNF2RTU3JTI26C4/,Nasa spacecraft to gauge if Jupiter moon can host life,6,7,Center,High Factuality,33,NASA Launches Spacecraft to Gauge if Jupiter's Moon Europa Can Host Life
